idade,genero,etnia,pcd,vive_no_brasil,estado_moradia,nivel_ensino,formacao,tempo_experiencia_dados,linguagens_preferidas,bancos_de_dados,cloud_preferida,cargo
37,Feminino,Branca,Não,TRUE,Rio de Janeiro (RJ),Mestrado,Outra opção,Menos de 1 ano,,,,
31,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,,,,
27,Masculino,Parda,Não,TRUE,São Paulo (SP),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Clojure,"Datomic, Hive, Splunk, Amazon Redshift, PostgreSQL, DynamoDB, Presto, S3, CruxDB",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
31,Masculino,Parda,Não,TRUE,Pernambuco (PE),Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 4 a 6 anos,,,,
27,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"Oracle, S3, DynamoDB, Amazon Redshift, Amazon Athena",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
33,Masculino,Branca,Não,TRUE,Rio Grande do Norte (RN),Doutorado ou Phd,Outra opção,,,,,
23,Masculino,Branca,Não,TRUE,Sergipe (SE),Estudante de Graduação,Outras Engenharias,Menos de 1 ano,Python,"Databricks, Google BigQuery",Google Cloud (GCP),Analytics Engineer
22,Masculino,Preta,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"Google BigQuery, MySQL",Google Cloud (GCP),Analista de BI/BI Analyst
42,Masculino,Preta,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"SQL SERVER, Progress",Não sei opinar,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
25,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,R,"S3, Amazon Redshift, Cassandra",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
26,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outras Engenharias,de 3 a 4 anos,Python,PostgreSQL,Amazon Web Services (AWS),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
34,Masculino,Branca,Não,FALSE,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,R,Oracle,Amazon Web Services (AWS),Analista de Negócios/Business Analyst
36,Feminino,Prefiro não informar,Não,TRUE,Mato Grosso (MT),Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,de 3 a 4 anos,Python,"S3, Amazon Athena",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
21,Feminino,Parda,Não,TRUE,Santa Catarina (SC),Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,Microsoft Access,Google Cloud (GCP),Analista de Marketing
29,Feminino,Parda,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,Google BigQuery,Google Cloud (GCP),Product Manager/ Product Owner (PM/APM/DPM/GPM/PO)
29,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"Databricks, SQL SERVER",Google Cloud (GCP),Analista de BI/BI Analyst
27,Feminino,Parda,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,Google BigQuery,Google Cloud (GCP),Analista de Negócios/Business Analyst
25,Masculino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,Databricks,Azure (Microsoft),Product Manager/ Product Owner (PM/APM/DPM/GPM/PO)
30,Masculino,Parda,Não,TRUE,São Paulo (SP),Estudante de Graduação,Outras Engenharias,de 4 a 6 anos,Python,"Amazon Aurora ou RDS, MySQL, Snowflake, Oracle, Amazon Redshift, SQL SERVER, Elaticsearch, Amazon Athena, S3, Databricks, Hive, Google BigQuery, Cassandra",Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
25,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"Databricks, SQL SERVER, SQLite, MySQL",Azure (Microsoft),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
29,Masculino,Parda,Não,TRUE,Bahia (BA),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
24,Masculino,Branca,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,Python,"Oracle, Amazon Redshift, Snowflake, PostgreSQL",Amazon Web Services (AWS),Analista de BI/BI Analyst
24,Masculino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
31,Masculino,Branca,Não,TRUE,São Paulo (SP),Doutorado ou Phd,Outras Engenharias,de 1 a 2 anos,Python,"PostgreSQL, Amazon Redshift, DynamoDB",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
36,Masculino,Branca,Não,TRUE,Distrito Federal (DF),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,,,,
31,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,SQL SERVER,Amazon Web Services (AWS),Analista de Inteligência de Mercado/Market Intelligence
33,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outras Engenharias,de 3 a 4 anos,R,"Microsoft Access, Amazon Redshift, SQL SERVER",Amazon Web Services (AWS),Analista de Dados/Data Analyst
47,Feminino,Preta,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outra opção,de 1 a 2 anos,Python,"Databricks, Snowflake, S3",Amazon Web Services (AWS),Analista de Dados/Data Analyst
22,Masculino,Preta,Não,TRUE,Rio de Janeiro (RJ),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"SQL SERVER, S3, MySQL, Amazon Athena",Amazon Web Services (AWS),Analista de Dados/Data Analyst
26,Masculino,Branca,Não,TRUE,Espírito Santo (ES),Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,,,
26,Masculino,Parda,Não,TRUE,Rio Grande do Norte (RN),Graduação/Bacharelado,Outras Engenharias,Menos de 1 ano,Python,"PostgreSQL, MySQL, SQL SERVER",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
39,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
30,Masculino,Parda,Não,TRUE,Bahia (BA),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,,,,
,Masculino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"MongoDB, SAP HANA, Google BigQuery, DynamoDB",Google Cloud (GCP),Cientista de Dados/Data Scientist
31,Feminino,Branca,Não,TRUE,Santa Catarina (SC),Graduação/Bacharelado,Outra opção,Não tenho experiência na área de dados,Python,"Microsoft Access, Google BigQuery",Google Cloud (GCP),Outra Opção
41,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
37,Feminino,Amarela,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"PostgreSQL, Google BigQuery, MongoDB",Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
26,Feminino,Branca,Não,TRUE,Rio de Janeiro (RJ),Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 3 a 4 anos,Python,Amazon Athena,Amazon Web Services (AWS),Cientista de Dados/Data Scientist
32,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 4 a 6 anos,R,"Amazon Redshift, Snowflake, Databricks",Amazon Web Services (AWS),Analista de Dados/Data Analyst
,Masculino,Branca,Não,TRUE,Pernambuco (PE),Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"SQLite, Hive, Google BigQuery, PostgreSQL, MySQL, MongoDB",Azure (Microsoft),Cientista de Dados/Data Scientist
28,Feminino,Branca,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,de 3 a 4 anos,Python,Firebase,Não sei opinar,Analista de Marketing
24,Masculino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,Dali - HPCC System,Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
32,Feminino,Branca,Não,TRUE,São Paulo (SP),Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Menos de 1 ano,R,"Oracle, Databricks",Google Cloud (GCP),Analista de Dados/Data Analyst
34,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,Python,"MySQL, SQLite, S3",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
44,Feminino,Preta,Não,TRUE,Rio Grande do Sul (RS),Doutorado ou Phd,Outras Engenharias,Menos de 1 ano,R,Databricks,Azure (Microsoft),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
26,Masculino,Branca,Não,FALSE,,Mestrado,Outras Engenharias,de 4 a 6 anos,Python,"SQL SERVER, Amazon Aurora ou RDS, S3, Amazon Redshift, MongoDB, SQLite, Databricks, Snowflake, Google BigQuery, PostgreSQL, Oracle, Amazon Athena, MySQL",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
31,Feminino,Preta,Não,TRUE,Bahia (BA),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"MySQL, SQL SERVER",Não sei opinar,Analista de Dados/Data Analyst
34,Masculino,Amarela,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,,,,
41,Masculino,Branca,Não,TRUE,São Paulo (SP),Não tenho graduação formal,,Mais de 10 anos,,,,
31,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,,,,
39,Feminino,Preta,Não,TRUE,Minas Gerais (MG),Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Mais de 10 anos,Python,SQL SERVER,Google Cloud (GCP),Analista de Dados/Data Analyst
29,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 4 a 6 anos,SQL,"PostgreSQL, Google BigQuery, SAP HANA",Google Cloud (GCP),Analista de BI/BI Analyst
36,Feminino,Preta,Não,TRUE,Rio de Janeiro (RJ),Mestrado,Outras Engenharias,de 1 a 2 anos,Python,Google BigQuery,Amazon Web Services (AWS),Cientista de Dados/Data Scientist
22,Feminino,Parda,Não,TRUE,São Paulo (SP),Estudante de Graduação,Química / Física,Não tenho experiência na área de dados,Python,Dados não estruturados,Google Cloud (GCP),Professor
28,Masculino,Preta,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 1 a 2 anos,R,"Amazon Athena, Amazon Redshift, MySQL, Amazon Aurora ou RDS",Amazon Web Services (AWS),Analista de Dados/Data Analyst
29,Feminino,Branca,Não,TRUE,Rio Grande do Sul (RS),Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 7 a 10 anos,,,,
31,Masculino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,R,Snowflake,Amazon Web Services (AWS),Analista de Dados/Data Analyst
26,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,Python,"S3, Amazon Redshift, DB2, MySQL",Amazon Web Services (AWS),Analista de BI/BI Analyst
32,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Mestrado,Outras Engenharias,de 1 a 2 anos,Python,"SQL SERVER, Sybase, Oracle, Databricks",Azure (Microsoft),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
25,Feminino,Parda,Não,TRUE,Pernambuco (PE),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"Amazon Aurora ou RDS, Elaticsearch, SQL SERVER, PostgreSQL, DynamoDB, Amazon Redshift, Presto, Amazon Athena, S3",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
33,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outra opção,Não tenho experiência na área de dados,Julia,Microsoft Access,Amazon Web Services (AWS),Outra Opção
33,Masculino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,Python,SQL SERVER,Não sei opinar,Analista de Suporte/Analista Técnico
29,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,SQL,"Elaticsearch, SQL SERVER",Não sei opinar,Analista de BI/BI Analyst
25,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,Google BigQuery,Google Cloud (GCP),Analista de Dados/Data Analyst
33,Masculino,Branca,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Não tenho experiência na área de dados,Python,"SQL SERVER, Snowflake",Azure (Microsoft),Outra Opção
24,Masculino,Branca,Não,TRUE,Santa Catarina (SC),Estudante de Graduação,Outras Engenharias,,,,,
34,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Doutorado ou Phd,Outras Engenharias,Não tenho experiência na área de dados,Python,SQL SERVER,Amazon Web Services (AWS),Professor
32,Masculino,Parda,Não,TRUE,Paraná (PR),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,SQL SERVER,Amazon Web Services (AWS),Analista de Dados/Data Analyst
46,Feminino,Branca,Sim,TRUE,São Paulo (SP),Pós-graduação,Outras Engenharias,de 1 a 2 anos,Python,Databricks,Amazon Web Services (AWS),Outras Engenharias (não inclui dev)
34,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Outra opção,Não tenho experiência na área de dados,,,,
42,Masculino,Branca,Não,TRUE,Santa Catarina (SC),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"MySQL, SAP HANA, PostgreSQL, SQL SERVER, MongoDB, Google BigQuery",Não sei opinar,Analytics Engineer
21,Masculino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,"Amazon Aurora ou RDS, S3, MongoDB, PostgreSQL",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
32,Masculino,Amarela,Não,TRUE,Rio de Janeiro (RJ),Graduação/Bacharelado,Outras Engenharias,,,,,
36,Masculino,Branca,Não,TRUE,Espírito Santo (ES),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,,,,
39,Masculino,Branca,Não,TRUE,Espírito Santo (ES),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"PostgreSQL, Oracle, MySQL, S3",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
41,Masculino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,,,,
31,Feminino,Branca,Não,TRUE,São Paulo (SP),Doutorado ou Phd,Outra opção,Não tenho experiência na área de dados,R,Não utilizo.,Não sei opinar,Outra Opção
35,Masculino,Branca,Não,TRUE,Distrito Federal (DF),Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
29,Masculino,Preta,Não,TRUE,Paraná (PR),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 4 a 6 anos,Python,"Google BigQuery, Google Firestore",Google Cloud (GCP),Analista de Dados/Data Analyst
26,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"PostgreSQL, Google BigQuery, Databricks",Google Cloud (GCP),Cientista de Dados/Data Scientist
24,Masculino,Preta,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,MySQL,Amazon Web Services (AWS),Outra Opção
29,Masculino,Parda,Não,TRUE,Alagoas (AL),Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 4 a 6 anos,SQL,"SQL SERVER, DB2",Google Cloud (GCP),Analista de Dados/Data Analyst
21,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,"Amazon Redshift, Amazon Aurora ou RDS, S3",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
33,Masculino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,,,,
29,Feminino,Parda,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,Python,"DB2, SQL SERVER",Amazon Web Services (AWS),Analista de Dados/Data Analyst
30,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"SAP HANA, Snowflake",Amazon Web Services (AWS),Analista de Dados/Data Analyst
32,Masculino,Branca,Não,FALSE,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,R,"Microsoft Access, Oracle, SQL SERVER",Google Cloud (GCP),Analista de Dados/Data Analyst
26,Masculino,Branca,Não,TRUE,Goiás (GO),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"PostgreSQL, SQL SERVER, Databricks",Não sei opinar,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
34,Feminino,Parda,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,Google BigQuery,Não sei opinar,Product Manager/ Product Owner (PM/APM/DPM/GPM/PO)
34,Feminino,Parda,Não,TRUE,Rio Grande do Sul (RS),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 4 a 6 anos,Python,Google BigQuery,Google Cloud (GCP),Outra Opção
20,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,Databricks,Não sei opinar,Cientista de Dados/Data Scientist
22,Masculino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,Menos de 1 ano,,,,
45,Masculino,Parda,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 7 a 10 anos,,,,
24,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outras Engenharias,de 3 a 4 anos,Python,"MySQL, SQL SERVER",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
26,Feminino,Parda,Não,TRUE,São Paulo (SP),Estudante de Graduação,Outras Engenharias,de 4 a 6 anos,Python,"PostgreSQL, Amazon Athena, Firebase, MongoDB, Google BigQuery, Amazon Redshift, S3",Amazon Web Services (AWS),Analista de Dados/Data Analyst
